snapped_at,price_btc,price_eth
2025-03-15,83971.70916064628,1910.6662703455045
2025-03-16,84391.69087647168,1939.7856881721348
2025-03-17,82610.61750343916,1887.7643429692785
2025-03-18,84075.36559694471,1929.183357761872
2025-03-19,82780.03048688271,1932.7964059050653
2025-03-20,86815.44109470697,2060.728601068271
2025-03-21,84270.84358966233,1980.831780524645
2025-03-22,84009.532917822,1964.529383316829
2025-03-23,83793.30854192551,1979.5449257665969
2025-03-24,85787.70914901773,2001.0470230951885
2025-03-25,87327.72969669085,2077.739325831977
2025-03-26,87520.58391530563,2068.598435049149
2025-03-27,86960.8555491039,2009.8835432902424
2025-03-28,87227.27158032371,2003.3034241292064
2025-03-29,84359.46915506005,1896.9173600459983
2025-03-30,82679.17255385047,1829.2745211803465
2025-03-31,82356.38111183756,1805.3378779435927
2025-04-01,82514.09365397849,1824.207136760985
2025-04-02,85237.5876052852,1907.1671522994227
2025-04-03,82526.4221526433,1795.761850567479
2025-04-04,83163.98757387721,1818.2844199542053
2025-04-05,83852.00765399594,1814.4807753449504
2025-04-06,83595.88550177493,1809.935827172196
2025-04-07,78211.48358199988,1574.6321611455576
2025-04-08,79179.29226757778,1555.909812570873
2025-04-09,76329.090356324,1471.3608854365525
2025-04-10,82622.17029546302,1662.5331604641576
2025-04-11,79596.35732250768,1523.928624242526
2025-04-12,83439.28818043756,1568.131690125936
2025-04-13,85305.09728392666,1645.8625733156498
2025-04-14,83600.82010054543,1595.4227460001084
2025-04-15,84523.4524914945,1621.543195596693
2025-04-16,83656.49248858042,1587.82222440214
2025-04-17,84105.77942167096,1577.7073516760115
2025-04-18,84930.90857600998,1583.4764497002343
2025-04-19,84433.75017215389,1589.1516208270757
2025-04-20,85126.66244301842,1615.0502549158562
2025-04-21,85073.16544858096,1585.4600253443446
2025-04-22,87452.04699068287,1577.4465595922347
2025-04-23,93576.1658857398,1759.7064599311093
2025-04-24,93605.45230873208,1793.969849485534
2025-04-25,93872.81422867288,1769.3925107354407
2025-04-26,94773.11200643536,1788.7981804331257
2025-04-27,94644.06637120109,1821.2695303291391
2025-04-28,93809.33781968225,1793.6918440730135
2025-04-29,95030.60645474444,1799.50191449199
2025-04-30,94256.35946318062,1796.9720456768928
2025-05-01,94235.75331048168,1794.0495408617828
2025-05-02,96426.94522273028,1838.854328592576
2025-05-03,96855.5681343944,1841.427590836958
2025-05-04,95922.86842404422,1834.501911876416
2025-05-05,94326.62048529249,1808.156093844096
2025-05-06,94758.8237105546,1820.00445988936
2025-05-07,96854.53198815876,1816.168694381844
2025-05-08,97026.493769668,1810.316926928448
2025-05-09,103076.27555512934,2197.5611893238784
2025-05-10,102962.540456923,2341.407963002621
2025-05-11,104630.8792994166,2583.682905142952
2025-05-12,103994.061616746,2507.4693107597423
2025-05-13,102876.8304286011,2492.426391077375
2025-05-14,104184.49039270742,2676.639163127913
2025-05-15,103594.42575090707,2603.718088719961
2025-05-16,103708.8513642364,2542.296692466797
2025-05-17,103556.03493982446,2544.3870377235667
2025-05-18,103212.36483885496,2475.054393369692
2025-05-19,106030.6376831359,2465.3409856139087
2025-05-20,105629.41580436694,2526.989643891319
2025-05-21,106786.71995834044,2524.2743433146065
2025-05-22,109665.86371625264,2558.9502343769486
2025-05-23,111560.356938144,2657.1674447566115
2025-05-24,107216.66856870624,2519.813809045145
2025-05-25,107831.36374380375,2529.442984228436
2025-05-26,108861.81037744328,2546.6201163370915
2025-05-27,109377.71513263127,2562.172928639224
2025-05-28,109068.45694901443,2662.0940568241435
2025-05-29,107838.18431100152,2676.2674124507
2025-05-30,105745.41660358038,2633.139206528669
2025-05-31,104010.91956242644,2524.4762348050726
2025-06-01,104687.50742934884,2532.3627853090866
2025-06-02,105710.00593822816,2538.3300584367485
2025-06-03,105884.74263221148,2609.737253959435
2025-06-04,105434.47745144973,2595.4689570063
2025-06-05,104812.9182188067,2610.343189828259
2025-06-06,101650.7387545425,2421.601103763502
2025-06-07,104409.74967959142,2481.4039836690267
2025-06-08,105681.4546141758,2526.291995889778
2025-06-09,105692.24740699006,2508.784123584585
2025-06-10,110261.57485948496,2685.0001850413178
2025-06-11,110212.73252109604,2808.503208314919
2025-06-12,108679.9760916168,2776.1371915822333
2025-06-13,105979.22902375912,2653.158968452672
2025-06-14,106045.56440819205,2577.04861752583
2025-06-15,105482.90611628916,2534.070219535952
2025-06-16,105554.49383061715,2547.845604092044
2025-06-17,106951.2720181497,2561.329843569428
2025-06-18,104683.42479835715,2514.986700576147
2025-06-19,104722.695052907,2521.3334233964915
2025-06-20,104690.65002458123,2522.1791903642184
2025-06-21,103290.105144757,2405.695434213183
2025-06-22,101532.5683847329,2270.581996055585
2025-06-23,100852.58264648831,2227.4287266371684
2025-06-24,105511.62437933136,2423.899644268608
2025-06-25,105976.06929808448,2446.539301545049
2025-06-26,107238.53045016268,2417.2267855277296
2025-06-27,106984.01253775664,2415.031864876594
2025-06-28,107078.91560644074,2423.0302896731746
2025-06-29,107331.58548463575,2437.133001780241
2025-06-30,108396.61631317894,2502.6672721177083
2025-07-01,107132.79910701896,2488.190781689803
2025-07-02,105613.39974163056,2405.1045592800183
2025-07-03,108824.44423167944,2574.067718495133
2025-07-04,109602.20483914016,2590.132231590221
2025-07-05,108040.8919400104,2509.236345783362
2025-07-06,108217.46849992426,2517.37917835065
2025-07-07,109215.19771840284,2571.358192115984
2025-07-08,108300.71675785031,2543.6317028067488
2025-07-09,108953.19187727802,2615.7759888945047
2025-07-10,111327.53054245668,2772.5795626609174
2025-07-11,115879.65030112496,2948.4462027029053
2025-07-12,117571.02510036016,2958.8514450990992
2025-07-13,117418.95745007684,2942.9616055388096
2025-07-14,119117.55666327637,2974.2654952333387
2025-07-15,119833.67446712356,3012.179706905928
2025-07-16,117678.19493404306,3133.069857747011
2025-07-17,118748.1627367753,3368.126521526108
2025-07-18,119445.36520434044,3481.8828152374017
2025-07-19,117988.94664455787,3547.317079001209
2025-07-20,117901.62655900871,3594.3185010809702
2025-07-21,117256.9208222684,3758.605581813957
2025-07-22,117482.46977767294,3765.453624023574
2025-07-23,119955.79570607652,3746.940668731632
2025-07-24,118629.05588130427,3630.053531480921
2025-07-25,118354.43517438594,3708.4299352383423
2025-07-26,117540.8083708574,3723.05290927856
2025-07-27,117959.54234360624,3742.431425865992
2025-07-28,119418.91405141471,3864.124837465477
2025-07-29,118003.30201607826,3786.303845995956
2025-07-30,117853.30892863822,3788.598371605823
2025-07-31,117833.24087995924,3807.4166010824174
2025-08-01,115700.00243915782,3696.66285308512
2025-08-02,113234.6051343189,3483.1789551579504
2025-08-03,112554.90232221724,3397.4855484143177
2025-08-04,114199.10966460756,3497.573127822404
2025-08-05,115138.68613070175,3715.709014855071
2025-08-06,114128.35408881678,3612.442432236669
2025-08-07,115022.09576830892,3684.0459195726726
2025-08-08,117463.47451085236,3911.2609462690816
2025-08-09,116688.36663186055,4012.97697001236
2025-08-10,116510.08393213755,4265.563258333516
2025-08-11,119266.92516880557,4253.591618951185
2025-08-12,118773.79960860992,4228.824213261163
2025-08-13,120202.53485503166,4606.809427709522
2025-08-14,123560.99363577303,4763.652535322159
2025-08-15,118405.59579823952,4554.291501538621
2025-08-16,117339.79190213275,4430.532465017841
2025-08-17,117501.21653394958,4426.826913311333
2025-08-18,117542.83687778088,4487.118013759226
2025-08-19,116256.41276740946,4317.275757328232
2025-08-20,112778.34483555844,4074.495786100515
2025-08-21,114252.39755195397,4330.491598768078
2025-08-22,112414.39987336512,4224.438592580698
2025-08-23,116834.24948202296,4829.225541798332
2025-08-24,115359.98346714744,4773.884088598777
2025-08-25,113399.54847314973,4778.10916071381
2025-08-26,110185.35443900424,4381.626176071471
2025-08-27,111842.70999260596,4602.369685333965
2025-08-28,111216.08479629167,4500.1451479982325
2025-08-29,112525.59740669793,4507.560431032719
2025-08-30,108480.30666639366,4364.358521430426
2025-08-31,108781.95727925688,4373.360357620914
2025-09-01,108253.36092385623,4388.931464519364
2025-09-02,109162.68557992298,4303.202222745541
2025-09-03,111190.18209845416,4325.856306225941
2025-09-04,111711.51977725116,4449.8670977283255
2025-09-05,110724.736377486,4298.094660544595
2025-09-06,110662.18112628513,4306.613513100346
2025-09-07,110209.1888247784,4273.110024157841
2025-09-08,111131.9923868407,4304.032421076036
2025-09-09,112025.12878118773,4309.685702772004
2025-09-10,111547.43956434788,4309.342746120013
2025-09-11,113975.32489468766,4347.476803670656
2025-09-12,115503.16663193036,4459.31901599882
2025-09-13,116160.14344594492,4708.841744149995
2025-09-14,115970.58488443034,4667.699652630318
2025-09-15,115373.55555886828,4609.786110950785
2025-09-16,115397.25272727507,4524.244939102515
2025-09-17,116762.8496864193,4504.266635522813
2025-09-18,116455.9464822532,4591.768794331328
2025-09-19,117145.49508952006,4590.636737213516
2025-09-20,115655.81046441344,4470.479474009387
2025-09-21,115715.51536781774,4481.799472368209
2025-09-22,115304.47999407038,4452.87113037789
2025-09-23,112696.74101711863,4199.951774017639
2025-09-24,112022.16587861197,4166.1905498775295
2025-09-25,113320.56908541008,4148.65682762035
2025-09-26,108963.53013595636,3863.063287590725
2025-09-27,109710.20874667744,4037.097921026092
2025-09-28,109654.81021075726,4018.167453105732
2025-09-29,112142.57362752674,4141.839664086501
2025-09-30,114309.15041119448,4215.61278947927
2025-10-01,114024.22783550054,4144.230463371581
2025-10-02,118503.24451752484,4343.951983440489
2025-10-03,120611.71911591051,4484.006245909478
2025-10-04,122250.15186842805,4515.759068159723
2025-10-05,122380.93708463266,4487.706651673285
2025-10-06,123506.18520027678,4515.321391965295
2025-10-07,124773.50823074432,4689.131734746596
2025-10-08,121518.75593575073,4454.32846286666
2025-10-09,123352.50487523204,4527.578004547945
2025-10-10,121698.03066778315,4368.649439385323
2025-10-11,113201.74064138904,3835.632842050135
2025-10-12,110853.11663883904,3749.218185954949
2025-10-13,115189.5714637257,4159.729307791921
2025-10-14,115222.28302116522,4246.217461554773
2025-10-15,113156.56943826911,4128.888447033946
2025-10-16,110708.66960879424,3983.1544356894233
2025-10-17,108076.72862033188,3890.1993012479857
2025-10-18,106443.61194984637,3831.244175835675
2025-10-19,107156.00337647724,3889.499030204316
2025-10-20,108621.134857428,3985.07656440468
2025-10-21,110608.5714932665,3978.790155134436
2025-10-22,108486.1026271664,3877.487197955012
2025-10-23,107618.4266715404,3801.790795238292
2025-10-24,110048.51827291628,3855.842116240121
2025-10-25,110997.80437129698,3933.232269901015
2025-10-26,111620.3093731354,3952.213557935584
2025-10-27,114476.01227508576,4161.590896249249
2025-10-28,114182.79442806762,4123.206220671679
2025-10-29,112950.34863259472,3982.312789317544
2025-10-30,110046.66925837284,3897.359267616961
2025-10-31,108240.76528725718,3802.295364533181
2025-11-01,109573.90555629117,3847.298177365196
2025-11-02,110014.13556776088,3872.21189619576
2025-11-03,110650.2092823146,3910.094769162728
2025-11-04,106521.0867382576,3600.71550248779
2025-11-05,101635.2740227234,3296.7437604313104
2025-11-06,103877.9596595516,3427.690591370681
2025-11-07,101322.6402945857,3308.918164921951
2025-11-08,103396.084215925,3434.35122852996
2025-11-09,102290.13714655169,3401.4594003397083
2025-11-10,104709.67861656273,3576.2547046627064
2025-11-11,105909.07272321742,3564.610595799933
2025-11-12,102960.77564500563,3416.781328259322
2025-11-13,101521.70859453591,3409.6144555411624
2025-11-14,99730.4533956204,3235.7276362968546
2025-11-15,94456.39368235336,3106.601287865052
2025-11-16,95508.31019889197,3170.1129807404664
2025-11-17,94411.32947182968,3101.686799467
2025-11-18,92036.7255045672,3021.302157630133
2025-11-19,92819.759215009,3117.2225871583155
2025-11-20,91363.27838693369,3017.7483614097955
2025-11-21,86649.97257918229,2832.068358334293
